timestamp,value,rolling_mean,rolling_std,z_score,is_anomaly
2014-02-14 14:30:00,0.132,,,,False
2014-02-14 14:35:00,0.134,,,,False
2014-02-14 14:40:00,0.134,,,,False
2014-02-14 14:45:00,0.134,,,,False
2014-02-14 14:50:00,0.134,,,,False
2014-02-14 14:55:00,0.134,,,,False
2014-02-14 15:00:00,0.134,,,,False
2014-02-14 15:05:00,0.134,,,,False
2014-02-14 15:10:00,0.066,,,,False
2014-02-14 15:15:00,0.132,,,,False
2014-02-14 15:20:00,0.134,,,,False
2014-02-14 15:25:00,0.066,0.12233333333333334,0.02632431759741735,-2.139973168339989,False
2014-02-14 15:30:00,0.132,0.12233333333333334,0.02632431759741735,0.36721433066189174,False
2014-02-14 15:35:00,0.2019999999999999,0.128,0.03496491748232009,2.1164071111398384,False
2014-02-14 15:40:00,0.068,0.12250000000000001,0.03890431151614758,-1.4008730106270946,False
2014-02-14 15:45:00,0.134,0.1225,0.03890431151614758,0.2955970572882862,False
2014-02-14 15:50:00,0.132,0.12233333333333334,0.038854819130925936,0.2487893878515735,False
2014-02-14 15:55:00,0.134,0.12233333333333334,0.038854819130925936,0.3002630543036232,False
2014-02-14 16:00:00,0.134,0.12233333333333334,0.038854819130925936,0.3002630543036232,False
2014-02-14 16:05:00,0.136,0.1225,0.03891365733611691,0.3469219015677117,False
2014-02-14 16:10:00,0.132,0.128,0.034630517282777135,0.11550506067633393,False
2014-02-14 16:15:00,0.134,0.12816666666666668,0.03465632130016982,0.1683194613418114,False
2014-02-14 16:20:00,0.134,0.12816666666666665,0.03465632130016982,0.1683194613418122,False
2014-02-14 16:25:00,0.066,0.12816666666666668,0.03465632130016982,-1.7938045451570201,False
2014-02-14 16:30:00,0.134,0.12833333333333333,0.034681232371239025,0.16339288656207096,False
2014-02-14 16:35:00,0.134,0.12266666666666666,0.026025628394590845,0.4354681916417766,False
2014-02-14 16:40:00,0.066,0.1225,0.026411085826702665,-2.139253204912773,False
2014-02-14 16:45:00,0.134,0.12250000000000001,0.026411085826702665,0.4354232186990599,False
2014-02-14 16:50:00,0.134,0.12266666666666666,0.026482698754721604,0.4279523563025361,False
2014-02-14 16:55:00,0.134,0.12266666666666666,0.026482698754721604,0.4279523563025361,False
2014-02-14 17:00:00,0.132,0.12250000000000001,0.026411085826702665,0.3596974415340059,False
2014-02-14 17:05:00,0.136,0.12250000000000001,0.026411085826702665,0.5111489958641139,False
2014-02-14 17:10:00,0.134,0.12266666666666666,0.026482698754721604,0.4279523563025361,False
2014-02-14 17:15:00,0.134,0.12266666666666666,0.026482698754721604,0.4279523563025361,False
2014-02-14 17:20:00,0.132,0.12250000000000001,0.026411085826702665,0.3596974415340059,False
2014-02-14 17:25:00,0.132,0.128,0.019558769249251203,0.20451184576213258,False
2014-02-14 17:30:00,0.134,0.128,0.019558769249251203,0.3067677686431989,False
2014-02-14 17:35:00,0.134,0.128,0.019558769249251203,0.3067677686431989,False
2014-02-14 17:40:00,0.066,0.128,0.019558769249251203,-3.169933609313052,True
2014-02-14 17:45:00,0.134,0.12800000000000003,0.019558769249251203,0.30676776864319744,False
2014-02-14 17:50:00,0.134,0.128,0.019558769249251203,0.3067677686431989,False
2014-02-14 17:55:00,0.2019999999999999,0.13366666666666668,0.029018280549691515,2.3548374348479326,False
2014-02-14 18:00:00,0.134,0.13383333333333333,0.02901358093700048,0.005744436270330532,False
2014-02-14 18:05:00,0.134,0.13366666666666666,0.029005746557076103,0.011491975656528439,False
2014-02-14 18:10:00,0.134,0.13366666666666668,0.029005746557076103,0.011491975656527481,False
2014-02-14 18:15:00,0.068,0.12816666666666668,0.03464582706955244,-1.7366208792152793,False
2014-02-14 18:20:00,0.132,0.12816666666666668,0.03464582706955244,0.11064343551787079,False
2014-02-14 18:25:00,0.134,0.12833333333333333,0.03467074568076962,0.1634423072074201,False
2014-02-14 18:30:00,0.134,0.12833333333333333,0.03467074568076962,0.1634423072074201,False
2014-02-14 18:35:00,0.134,0.12833333333333333,0.03467074568076962,0.1634423072074201,False
2014-02-14 18:40:00,0.134,0.134,0.028578440697967958,0.0,False
2014-02-14 18:45:00,0.134,0.13399999999999998,0.028578440697967958,9.712067886755783e-16,False
2014-02-14 18:50:00,0.134,0.134,0.028578440697967958,0.0,False
2014-02-14 18:55:00,0.134,0.12833333333333333,0.019008769905844346,0.2981080151285557,False
2014-02-14 19:00:00,0.066,0.12266666666666669,0.02601165240053122,-2.178510837916219,False
2014-02-14 19:05:00,0.134,0.12266666666666666,0.02601165240053122,0.43570216758324415,False
2014-02-14 19:10:00,0.134,0.12266666666666669,0.02601165240053122,0.4357021675832431,False
2014-02-14 19:15:00,0.134,0.12816666666666668,0.019585863795249393,0.2978338558010508,False
2014-02-14 19:20:00,0.066,0.12266666666666666,0.026468964101491795,-2.1408720964441867,False
2014-02-14 19:25:00,0.132,0.12250000000000001,0.026397313912937856,0.35988510161800413,False
2014-02-14 19:30:00,0.134,0.1225,0.026397313912937856,0.4356503861691635,False
2014-02-14 19:35:00,0.2,0.128,0.03460950999101522,2.0803530595692203,False
2014-02-14 19:40:00,0.132,0.12783333333333333,0.034582794811433296,0.12048380385061165,False
2014-02-14 19:45:00,0.134,0.12783333333333335,0.034582794811433296,0.1783160296989043,False
2014-02-14 19:50:00,0.136,0.128,0.03462001523028919,0.23108019874586236,False
